,X,pathway_id,pathway_name,Gene count,gene_symbols
109,hsa04915,hsa04915,Estrogen signaling pathway - Homo sapiens (human),115,"ESR1, ESR2, HSP90AA1, HSP90AB1, HSP90B1, FKBP4, FKBP5, HSPA8, HSPA1A, HSPA1L, HSPA1B, HSPA6, NCOA1, NCOA2, NCOA3, BCL2, EBAG9, KRT9, KRT10, KRT12, KRT13, KRT14, KRT15, KRT16, KRT17, KRT18, KRT19, KRT31, KRT32, KRT33A, KRT33B, KRT34, KRT35, KRT40, KRT39, KRT23, KRT25, KRT28, KRT24, KRT27, KRT20, KRT38, KRT37, KRT36, keratin, KRT26, CTSD, GREB1, TFF1, PGR, TGFA, RARA, FOS, JUN, SP1, GPER1, GNAS, SRC, MMP2, MMP9, HBEGF, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, EGFR, SHC1, SHC2, SHC3, SHC4, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, GABBR1, GABBR2, GNAI1, GNAI3, GNAI2, GNAO1, KCNJ3, KCNJ6, KCNJ9, KCNJ5, POMC, OPRM1, PRKCD, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, NOS3, GRM1"
110,hsa04914,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human),95,"PGR, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, MAPK8, MAPK10, MAPK9, MAPK11, MAPK12, MAPK13, MAPK14, GNAI1, GNAI3, GNAI2, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, AURKA, CPEB1, CPEB2, CPEB3, CPEB4, SPDYA, SPDYC, SPDYE2B, SPDYE18, SPDYE11, SPDYE16, SPDYE17, SPDYE1, SPDYE4, SPDYE3, SPDYE2, SPDYE5, SPDYE6, SPDYE15, SPDYE12, putative, SPDYE10, SPDYE9, SPDYE8, SPDYE13, SPDYE14, SPDYE21, CDK2, CDK1, CCNA2, CCNA1, MOS, HSP90AA1, HSP90AB1, MAP2K1, MAPK1, MAPK3, RPS6KA3, RPS6KA1, RPS6KA2, RPS6KA6, PKMYT1, CCNB1, CCNB2, CCNB3, STK10, PLK1, CDC25A, CDC25B, CDC25C, INS, IGF1, IGF1R, AKT1, AKT2, AKT3, PDE3B, KRAS, ARAF, BRAF, RAF1, BUB1, MAD1L1, MAD2L1, MAD2L2, FZR1, ANAPC1, ANAPC2, CDC27, ANAPC4, ANAPC5, CDC16, ANAPC7, CDC23, ANAPC10, ANAPC11, CDC26, ANAPC13, ANAPC15, ANAPC16, KIF22"
111,hsa04917,hsa04917,Prolactin signaling pathway - Homo sapiens (human),68,"PRL, PRLR, JAK2, SHC1, SHC2, SHC3, SHC4, SRC, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, FOXO3, GALT, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, FOS, MAPK8, MAPK10, MAPK9, MAPK11, MAPK12, MAPK13, MAPK14, CCND1, GSK3B, CISH, SOCS1, SOCS2, SOCS3, SOCS4, SOCS5, SOCS7, SOCS6, STAT1, STAT3, STAT5A, STAT5B, TNFSF11, TNFRSF11A, NFKB1, RELA, ELF5, CSN2, CGA, LHB, LHCGR, CYP17A1, ESR1, ESR2, IRF1, TH, SLC2A2, GCK, CCND2, INS"
112,hsa04921,hsa04921,Oxytocin signaling pathway - Homo sapiens (human),150,"OXT, OXTR, GNAQ, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, PTGS2, MAP2K5, MAPK7, JUN, FOS, MEF2C, CCND1, ELK1, RYR1, RYR2, RYR3, CD38, TRPM2, KCNJ2, KCNJ12, KCNJ18, KCNJ4, KCNJ14, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG, EEF2K, EEF2, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, ITPR1, ITPR2, ITPR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, NFATC1, NFATC2, NFATC3, NFATC4, RGS2, RCAN1, CAMKK2, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG3, PRKAG2, CAMK1D, CAMK1G, CAMK1, CAMK2A, CAMK2D, CAMK2B, CAMK2G, CAMK4, NOS3, GUCY1A2, GUCY1A1, GUCY1B1, NPPA, NPR1, NPR2, MYLK, MYLK2, MYLK3, MYLK4, MYL6B, MYL6, MYL9, ACTG1, ACTB, RHOA, ROCK1, ROCK2, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PPP1R12B, PPP1R12C, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, GNAI1, GNAI3, GNAI2, GNAO1, PIK3CG, PIK3R5, PIK3R6, SRC, KCNJ3, KCNJ6, KCNJ9, KCNJ5, EGFR, CDKN1A"
113,hsa04926,hsa04926,Relaxin signaling pathway - Homo sapiens (human),127,"RLN1, RLN2, RXFP1, GNAO1, GNAI1, GNAI3, GNAI2, GNAS, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, ADCY5, PRKACA, PRKACB, PRKACG, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, VEGFA, VEGFB, VEGFC, VEGFD, NFKBIA, NFKB1, RELA, NOS2, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PRKCZ, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MMP2, MMP9, AKT1, AKT2, AKT3, NOS3, NOS1, EDN1, EDNRB, MMP1, MMP13, TGFB1, TGFBR1, TGFBR2, SMAD2, ACTA2, COL1A1, COL1A2, COL3A1, COL4A2, COL4A4, COL4A6, COL4A1, COL4A5, COL4A3, INSL3, RXFP2, RLN3, RXFP3, ADCY1, ADCY2, ADCY3, ADCY4, ADCY6, ADCY7, ADCY8, ADCY9, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, MAP2K4, MAP2K7, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK10, MAPK9, JUN, FOS, HRAS, KRAS, NRAS, SRC, SHC1, SHC2, SHC3, SHC4, SOS1, SOS2, ARRB1, ARRB2, EGFR, GRB2, INSL5, RXFP4, GNA15"
114,hsa04935,hsa04935,"Growth hormone synthesis, secretion and action - Homo sapiens (human)",120,"GHRH, GHRHR, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADCY10, SST, SSTR1, SSTR2, SSTR3, SSTR5, GNAI1, GNAI3, GNAI2, PRKACA, PRKACB, PRKACG, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, CREBBP, EP300, POU1F1, FOS, GH1, GH2, CSH1, CSH2, CSHL1, GHRL, GHSR, MRAP2, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG, ITPR1, ITPR2, ITPR3, CACNA1S, CACNA1C, CACNA1D, CACNA1F, GHR, JAK2, PLCG1, PLCG2, SHC1, SHC2, SHC3, SHC4, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, STAT1, STAT3, STAT5A, STAT5B, IRS1, IRS2, IRS4, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, AKT1, AKT2, AKT3, MTOR, GSK3B, IGF1, JUNB, SOCS1, SOCS2, SOCS3, IGFALS, IGFBP3, PTK2, BCAR1, CRK, CRKL, MAP3K1, MAP2K3, MAP2K4, MAP2K6, MAPK8, MAPK10, MAPK9, MAPK11, MAPK12, MAPK13, MAPK14"
115,hsa04918,hsa04918,Thyroid hormone synthesis - Homo sapiens (human),74,"TSHB, CGA, TSHR, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG, TTF1, TTF2, PAX8, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, TG, HSPA5, HSP90B1, CANX, PDIA4, ASGR1, ASGR2, ITPR1, ITPR2, ITPR3, SLC5A5, SLC26A4, TPO, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, IYD, DUOXA2, DUOX1, DUOX2, GPX6, GPX7, GPX2, GPX3, GPX1, GPX5, GPX8, GSR, ALB, TTR, SERPINA7, LRP2"
116,hsa04919,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human),121,"PRKACA, PRKACB, PRKACG, ITGAV, ITGB3, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, STAT1, TP53, ESR1, THRB, NCOR1, SIN3A, HDAC1, HDAC2, HDAC3, THRA, RXRA, RXRB, RXRG, KAT2B, KAT2A, NCOA1, NCOA2, NCOA3, CREBBP, EP300, MED4, MED12L, MED12, MED13L, MED13, MED14, MED16, MED17, MED24, MED27, MED30, MED1, CCND1, GATA4, RCAN1, HIF1A, MYC, MYH7, MYH6, ATP2A1, ATP2A3, ATP2A2, PLN, WNT4, CTNNB1, NOTCH1, NOTCH2, NOTCH3, NOTCH4, BMP4, PLCB1, PLCB2, PLCB3, PLCB4, PLCD1, PLCD3, PLCD4, PLCE1, PLCG1, PLCG2, PLCZ1, PRKCA, PRKCB, PRKCG, SLC9A1, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, SLC16A2, SLC16A10, SRC, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PDPK1, AKT1, AKT2, AKT3, GSK3B, MDM2, TSC2, RHEB, MTOR, TBC1D4, PFKFB2, BAD, FOXO1, CASP9, RCAN2, SLC2A1, PFKM, PFKP, PFKL, SLCO1C1, DIO1, DIO2, DIO3, ACTG1, ACTB"
117,hsa04928,hsa04928,"Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)",113,"CASR, GNAI1, GNAI3, GNAI2, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, GCM1, GCM2, MAFB, GATA3, SP1, VDR, RXRA, RXRB, RXRG, FGF23, FGFR1, KL, MAPK1, MAPK3, EGR1, PTH, SGK1, WNK1, WNK4, WNK3, WNK2, OXSR1, STK39, SLC12A3, PTHLH, PTH1R, PRKCA, PRKCB, PRKCG, TRPV5, SLC34A1, SLC34A2, SLC34A3, NHERF1, GNAS, PDE4A, PDE4B, PDE4C, PDE4D, PRKACA, PRKACB, PRKACG, CYP27B1, CYP24A1, MEF2A, MEF2C, MEF2D, SOST, NR4A2, NACA, NACA2, JUND, BGLAP, LRP5, LRP6, CREB1, ATF2, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, ATF4, CREB5, ATF6B, TNFSF11, BCL2, CDKN1A, FOS, RUNX2, MMP13, GNA12, GNA13, ARHGEF1, ARHGEF11, AKAP13, RHOA, PLD1, PLD2, ARRB1, ARRB2, ARAF, BRAF, RAF1, MAP2K1, MMP14, MMP15, MMP16, MMP17, MMP24, MMP25, HBEGF, EGFR"
118,hsa04916,hsa04916,Melanogenesis - Homo sapiens (human),99,"POMC, ASIP, MC1R, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREBBP, EP300, MITF, WNT1, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT5B, WNT6, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, WNT10B, WNT10A, WNT11, WNT16, FZD1, FZD7, FZD2, FZD3, FZD4, FZD5, FZD8, FZD6, FZD10, FZD9, GNAO1, GNAQ, DVL3, DVL2, DVL1, GSK3B, CTNNB1, TCF7, TCF7L1, TCF7L2, LEF1, KITLG, KIT, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, TYR, TYRP1, DCT, EDN1, EDNRB, GNAI1, GNAI3, GNAI2, PLCB1, PLCB2, PLCB3, PLCB4, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CAMK2A, CAMK2D, CAMK2B, CAMK2G, PRKCA, PRKCB, PRKCG"
119,hsa04924,hsa04924,Renin secretion - Homo sapiens (human),65,"ADRB1, ADRB2, ADRB3, ADCYAP1, ADCYAP1R1, AQP1, PTGER2, PTGER4, GNAS, ADCY5, ADCY6, PRKACA, PRKACB, PRKACG, CREB1, KCNMA1, PDE1A, PDE1B, PDE1C, PDE3A, PDE3B, REN, ADORA1, GNAI1, GNAI3, GNAI2, ORAI1, CLCA1, CLCA2, CLCA4, CACNA1C, CACNA1D, CACNA1F, CACNA1S, KCNJ2, EDN1, EDN2, EDN3, EDNRA, AGTR1, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, GUCY1A2, GUCY1A1, GUCY1B1, NPPA, NPR1, PRKG2, CTSB, AGT, ACE"
120,hsa04614,hsa04614,Renin-angiotensin system - Homo sapiens (human),23,"AGT, REN, ACE, CMA1, CTSG, KLK2, KLK1, ENPEP, ANPEP, PREP, ACE2, CTSA, CPA3, MME, THOP1, NLN, PRCP, MAS1, MRGPRD, AGTR1, AGTR2, LNPEP, ATP6AP2"
121,hsa04925,hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human),96,"AGT, AGTR1, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, PRKCA, PRKCB, PRKCG, PRKCE, PRKD1, PRKD3, PRKD2, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, ATF1, DAGLA, DAGLB, KCNK3, KCNK9, KCNJ5, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, CACNA1G, CACNA1H, CACNA1I, CACNA1C, CACNA1D, CACNA1F, CACNA1S, ORAI1, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CAMK1D, CAMK1G, CAMK1, CAMK2A, CAMK2D, CAMK2B, CAMK2G, CAMK4, ATP2B1, ATP2B3, ATP2B4, ATP2B2, LIPE, LDLR, SCARB1, POMC, MC2R, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, CYP11B2, STAR, NR4A2, NR4A1, CYP11A1, HSD3B1, HSD3B2, CYP21A2, NPPA, NPR1, PDE2A"
122,hsa04927,hsa04927,Cortisol synthesis and secretion - Homo sapiens (human),65,"POMC, MC2R, MRAP, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PDE8B, PDE8A, PRKACA, PRKACB, PRKACG, NR0B1, NR5A1, NR4A1, SP1, PBX1, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, CYP11B1, CYP17A1, STAR, NCEH1, AGT, AGTR1, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, KCNK2, CACNA1G, CACNA1H, CACNA1I, CACNA1C, CACNA1D, CACNA1F, CACNA1S, ORAI1, KCNA4, KCNK3, LDLR, SCARB1, CYP11A1, HSD3B1, HSD3B2, CYP21A2"
123,hsa04260,hsa04260,Cardiac muscle contraction - Homo sapiens (human),87,"CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, RYR2, ASPH, CASQ2, TRDN, HRC, ATP2A1, ATP2A3, ATP2A2, TNNC1, TNNI3, TNNT2, TPM1, TPM2, TPM3, TPM4, ACTC1, MYH7, MYH6, MYL2, MYL3, MYL4, UQCRFS1, CYTB, CYC1, UQCRC1, UQCRC2, UQCRH, UQCRHL, UQCRB, UQCRQ, UQCR10, UQCR11, COX3, COX1, COX2, COX4I2, COX4I1, COX5A, COX5B, COX6A1, COX6A2, COX6B1, COX6B2, COX6C, COX7A1, COX7A2, COX7A2L, COX7B, COX7B2, COX7C, COX8C, COX8A, SLC8A1, SLC8A2, SLC8A3, SLC9A6, SLC9A7, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, SLC9A1"
124,hsa04261,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human),149,"ADRB1, ADRB2, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, BVES, POPDC2, POPDC3, KCNK2, PRKACA, PRKACB, PRKACG, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, SLC9A1, KCNQ1, KCNE1, KCNE1B, ATP2B1, ATP2B3, ATP2B4, ATP2B2, SLC8A1, SLC8A2, SLC8A3, SCN5A, SCN7A, SCN1B, SCN4B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CAMK2A, CAMK2D, CAMK2B, CAMK2G, RYR2, PPP2CA, PPP2CB, PPP2R1B, PPP2R1A, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PPP2R3B, PPP2R3C, PPP2R3A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R5A, PPP1CA, PPP1CB, PPP1CC, TNNC1, TNNI3, TNNT2, TPM1, TPM2, TPM3, TPM4, ACTC1, MYH7, MYH6, MYL2, MYL3, MYL4, PLN, ATP2A1, ATP2A3, ATP2A2, AGT, AGTR1, AGTR2, ADRA1A, ADRA1B, ADRA1D, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PPP1R1A, MAPK1, MAPK3, RPS6KA5, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, CREM, BCL2, RAPGEF3, RAPGEF4, MAPK11, MAPK12, MAPK13, MAPK14, GNAI1, GNAI3, GNAI2, PIK3CG, PIK3R5, PIK3R6, AKT1, AKT2, AKT3"
125,hsa04270,hsa04270,Vascular smooth muscle contraction - Homo sapiens (human),126,"ADRA1A, ADRA1B, ADRA1D, AGT, AGTR1, EDN1, EDN2, EDN3, EDNRA, AVP, AVPR1A, AVPR1B, GNAQ, GNA11, PLA2G10, PLA2G2D, PLA2G2E, PLA2G3, PLA2G2F, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G5, PLA2G2A, PLA2G2C, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, PLA2G6, KCNMA1, KCNU1, KCNMB1, KCNMB2, KCNMB3, KCNMB4, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, MYLK, MYLK2, MYLK3, MYLK4, MYL6B, MYL6, MYL9, MYH9, MYH10, MYH11, MYH14, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, PRKCA, PRKCB, PRKCG, PRKCD, PRKCE, PRKCH, PRKCQ, ARAF, BRAF, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, CALD1, ACTA2, ACTG2, PPP1R14A, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PPP1R12B, PPP1R12C, GNA12, GNA13, ARHGEF12, ARHGEF1, ARHGEF11, RHOA, ROCK1, ROCK2, ADORA2A, ADORA2B, PTGIR, CALCA, CALCB, ADM, ADM2, CALCRL, RAMP1, RAMP2, RAMP3, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, NPPA, NPPB, NPR1, NPPC, NPR2, PRKG1, IRAG1, GUCY1A2, GUCY1A1, GUCY1B1"
126,hsa04970,hsa04970,Salivary secretion - Homo sapiens (human),88,"ADRB1, ADRB2, ADRB3, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, VAMP2, ADRA1A, ADRA1B, ADRA1D, CHRM3, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG, ITPR1, ITPR2, ITPR3, RYR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, NOS1, GUCY1A2, GUCY1A1, GUCY1B1, PRKG1, PRKG2, CD38, BST1, BEST2, AQP5, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, ATP2B1, ATP2B3, ATP2B4, ATP2B2, SLC12A2, KCNN4, KCNMA1, SLC4A2, SLC9A1, TRPV6, MUC5B, MUC5AC, MUC7, AMY1C, AMY2A, AMY1A, AMY2B, AMY1B, alpha-amylase, alpha-amylase, alpha-amylase, alpha-amylase, PRH2, PRH1, PRB1, PRB2, DMBT1, CST1, CST2, CST3, CST4, CST5, HTN1, HTN3, STATH, LYZ, LPO, CAMP"
127,hsa04971,hsa04971,Gastric acid secretion - Homo sapiens (human),72,"CHRM3, GAST, CCKBR, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG, EZR, ACTG1, ACTB, ITPR1, ITPR2, ITPR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CAMK2A, CAMK2D, CAMK2B, CAMK2G, MYLK, MYLK2, MYLK3, MYLK4, HRH2, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, SST, SSTR2, GNAI1, GNAI3, GNAI2, PRKACA, PRKACB, PRKACG, ATP4A, ATP4B, KCNE2, KCNQ1, KCNJ1, KCNJ2, KCNJ10, KCNJ15, KCNJ16, CFTR, KCNK2, KCNK10, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, SLC9A1, SLC9A4, CA2, SLC26A7, SLC4A2"
128,hsa04972,hsa04972,Pancreatic secretion - Homo sapiens (human),92,"CHRM3, CCK, CCKAR, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG, RAB3D, RAB8A, RAB11A, RAB27B, RAP1A, RAP1B, RHOA, RAC1, AMY1C, AMY2A, AMY1A, AMY2B, AMY1B, alpha-amylase, alpha-amylase, alpha-amylase, alpha-amylase, PRSS3, PRSS2, PRSS1, CTRB2, CTRB1, CTRL, CELA2A, CELA2B, CELA3A, CELA3B, CPA1, CPA2, CPA3, CPB1, CPB2, PNLIP, PNLIPRP1, PNLIPRP2, CEL, PLA2G10, PLA2G2D, PLA2G2E, PLA2G3, PLA2G2F, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G5, PLA2G2A, PLA2G2C, ITPR1, ITPR2, ITPR3, RYR2, CD38, BST1, TPCN2, ATP2A1, ATP2A3, ATP2A2, CLCA1, CLCA2, CLCA4, TRPC1, SLC12A2, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, KCNQ1, KCNMA1, ATP2B1, ATP2B3, ATP2B4, ATP2B2, SLC9A1, SLC4A2, SCT, SCTR, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CFTR, SLC26A3, SLC4A4, CA2"
129,hsa04976,hsa04976,Bile secretion - Homo sapiens (human),83,"EPHX1, SLCO1A2, SLCO1B3, SLCO1B1, SLCO1B3-SLCO1B7, SLC10A1, SLC22A7, SLC22A8, SLC22A1, HMGCR, SCARB1, LDLR, NCEH1, CYP7A1, NR1H4, RXRA, NR0B2, UGT2A1, UGT2A3, UGT2B17, UGT2B11, UGT2B28, UGT1A6, UGT1A4, UGT1A1, UGT1A3, UGT2B10, UGT1A9, UGT2B7, UGT1A10, UGT1A8, UGT1A5, UGT2B15, UGT1A7, UGT2B4, UGT2A2, SULT2A1, SLC27A5, BAAT, CYP3A4, AQP9, AQP8, ABCG5, ABCG8, ABCB11, ABCC2, ABCG2, CA2, SLC4A2, ABCB1, ABCB4, SLC9A1, SLC4A5, ABCC3, ABCC4, SLC51A, SLC51B, KCNN2, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, SCT, SCTR, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, CFTR, SLC4A4, AQP4, AQP1, SLC10A2, SLC5A1, SLC9A3, SLC2A1"
